ch05_07,ch06_07,ch07_13,ch12_15,bt07_11,bt07_13,bt13_15,bt07_08r,bt07_09r,bt07_10r,bt07_11r,bt07_12r,bt07_13r,bt07_14r,bt07_15r,bt07_16r,bt11_15r,bt13_14r,bt13_15r,num
0.209430598,0.094347447,0.056199075,0.663598137,6.8624,3.68769,4.28336,1.264739325,1.220780687,1.173360089,1.023798325,1.126093141,1.012649386,1.01471124,1.027749736,1.092836216,1.00385956,1.002036099,1.014911725,0
0.239830489,0.107108762,0.05176801,0.656320703,5.95782,3.02472,3.64588,1.25407759,1.206669722,1.15831083,1.020791368,1.121879665,1.0104486,1.011917403,1.023336848,1.084828254,1.002493635,1.001453615,1.012754977,0
0.245769922,0.113432271,0.051099862,0.642568882,5.90762,2.79166,3.47684,1.219550702,1.17529758,1.139088217,1.020637187,1.12452911,1.009647143,1.010931974,1.021925496,1.08413915,1.001262259,1.001272555,1.012161034,0
0.219556265,0.095596269,0.056252135,0.669498858,7.12294,4.23407,5.28768,1.266280431,1.222496123,1.172927313,1.024750821,1.128458319,1.014566343,1.018530018,1.03336432,1.097840819,1.008405458,1.003906768,1.018528091,0
0.246208873,0.129841495,0.051146502,0.666196289,6.96189,4.16334,3.40065,1.251910949,1.20710067,1.157546775,1.024481184,1.120341669,1.014497534,1.017096805,1.026654878,1.085431366,1.002121751,1.002562126,1.01198361,0
0.354603223,0.198577805,0.065759217,0.649424229,15.29833,9.78482,3.63067,1.238476581,1.191700247,1.156248021,1.054228948,1.148106102,1.034019975,1.040268461,1.047239441,1.10923218,0.993370029,1.006042906,1.012784536,0
0.329784888,0.183436579,0.062266956,0.67493762,11.06894,8.61832,3.99082,1.267210301,1.221716948,1.17064771,1.038845553,1.136821459,1.0299874,1.034469158,1.044491245,1.105256414,1.005434583,1.004351275,1.014081575,0
0.455927052,0.281155015,0.045259762,0.715714204,16.77571,12.02338,3.62457,1.218731241,1.187220359,1.163159915,1.063346693,1.121838901,1.044601061,1.052215034,1.058837601,1.110242427,0.995759528,1.007288882,1.013628686,0
0.604137931,0.488275862,0.038404899,0.725973622,17.38996,14.7321,2.77451,1.188997141,1.159047178,1.144167816,1.067816429,1.118686857,1.056862075,1.065637462,1.068302405,1.109463582,1.000455112,1.008303247,1.010824809,0
0.697929284,0.536424987,0.036764503,0.709305652,16.83003,13.87177,4.07898,1.187111841,1.162851837,1.140687443,1.065719685,1.123658904,1.05354937,1.071743742,1.070404101,1.115106751,1.004395543,1.017269596,1.015998046,0
0.18590741,0.070725645,0.055766158,0.673306762,5.23265,2.23944,3.80347,1.253854585,1.209693033,1.160228412,1.018006622,1.118419066,1.007627804,1.008061809,1.020853037,1.084003212,1.002796067,1.000430719,1.013125117,0
0.232966518,0.087801452,0.050838339,0.669473673,5.17149,2.13866,3.38417,1.250727745,1.204995604,1.153642012,1.018005878,1.114642291,1.007368489,1.008438689,1.01925271,1.078915453,1.001224779,1.001062372,1.011797293,0
0.202032957,0.089441674,0.054988063,0.660132659,6.1528,2.91335,4.17361,1.267083553,1.222941458,1.171178938,1.021310821,1.124283754,1.009978708,1.011109796,1.024626054,1.088952192,1.003246057,1.001119912,1.014502628,0
0.260100774,0.094476066,0.051463235,0.673133277,5.65117,2.73784,3.52932,1.249257091,1.204208299,1.154351984,1.01970307,1.115758432,1.009449624,1.011277623,1.021897777,1.081221113,1.002152301,1.001810887,1.012331624,0
0.230049862,0.103789938,0.054549997,0.651692174,6.79535,3.05268,3.99806,1.243944037,1.196312747,1.155828285,1.023621061,1.126319373,1.010475029,1.012065616,1.024530589,1.0892249,1.00088854,1.001574099,1.013909855,0
0.216857517,0.121623792,0.054219806,0.672839204,6.80001,5.25592,3.57241,1.248173418,1.202408059,1.150695819,1.023772264,1.123502492,1.018275603,1.019093381,1.031083508,1.08434786,1.007141475,1.0008031,1.012578034,0
0.240952796,0.10211809,0.052432479,0.671969179,6.37492,3.25371,3.72444,1.253647234,1.209221268,1.160418757,1.022253115,1.118483321,1.011235405,1.012690722,1.024410228,1.084635818,1.002110156,1.001439147,1.013028443,0
0.214235542,0.088972138,0.051158278,0.655703047,5.51325,2.51713,3.84517,1.254478085,1.207881671,1.157997148,1.019218672,1.121063202,1.008683784,1.009707196,1.022244218,1.083200059,1.002968495,1.001014602,1.013443691,0
0.25331725,0.108564536,0.050008747,0.641420008,5.59006,2.2601,3.23055,1.219020839,1.178102725,1.141885161,1.019538742,1.122193947,1.007808762,1.008985738,1.019184611,1.080926425,0.999652656,1.001167857,1.011287707,0
0.25234756,0.118894524,0.050085678,0.6425917,5.85894,2.56466,3.21559,1.213428765,1.17146247,1.138422129,1.020507254,1.122519188,1.008874405,1.010208252,1.020226255,1.08216964,0.999724648,1.001322114,1.011251995,0
0.259511081,0.128457985,0.04853442,0.659455953,6.57791,3.15298,2.57484,1.248183312,1.201644586,1.153688631,1.023207063,1.115772322,1.010991001,1.013932072,1.020147495,1.080817851,0.997009825,1.002909098,1.009056949,0
0.289699909,0.165317883,0.046378187,0.692798742,12.32568,7.3004,3.13338,1.227622278,1.190877479,1.1595478,1.045089381,1.115735329,1.02622399,1.032262466,1.037906153,1.09527142,0.993126686,1.00588417,1.011383639,0
0.345904491,0.241144845,0.045129925,0.71896972,11.54839,13.08406,6.53348,1.218079629,1.189785891,1.146854693,1.04289861,1.132930996,1.048881987,1.053857909,1.075124761,1.112366994,1.03090056,1.004744025,1.025019759,0
0.368752833,0.234848173,0.042813925,0.716911114,13.60139,11.62085,4.17101,1.213253851,1.179271506,1.152474124,1.051081169,1.120513003,1.043320859,1.061367906,1.059799605,1.111471918,1.008294732,1.017297696,1.015794514,0
0.662333643,0.541627979,0.035413497,0.726372458,14.57095,14.04864,3.44571,1.179945875,1.153324468,1.128343676,1.056711439,1.116674758,1.054567633,1.061352315,1.068873222,1.103258713,1.011509086,1.006433616,1.01356536,0
0.142486085,0.063079777,0.074972654,0.676538558,12.17201,8.94766,3.18859,1.255824444,1.195222027,1.155475915,1.024046217,1.139769836,1.01313019,1.01266734,1.025489871,1.095743139,1.001409755,0.999543148,1.012199499,1
0.200484688,0.076007931,0.052663883,0.669857727,4.74585,1.99919,2.80319,1.246093019,1.199781309,1.146464877,1.016418751,1.113939909,1.006851298,1.008000872,1.016617572,1.0793372,1.00019561,1.001141751,1.009699818,0
0.230533891,0.098030767,0.054182275,0.648745181,6.22081,2.894,4.02782,1.234529555,1.18726627,1.149888621,1.02159271,1.126686713,1.009930531,1.011231315,1.024084551,1.087488472,1.002439172,1.001287993,1.014014845,0
0.227909863,0.097369942,0.054621795,0.654139737,6.84749,3.13274,4.0073,1.244769786,1.194289548,1.154570056,1.023806617,1.125833774,1.010752702,1.012451714,1.024848998,1.088649197,1.001018142,1.001680938,1.013946335,0
0.328225388,0.135679796,0.060275508,0.67818095,11.07295,6.50696,3.21069,1.261255248,1.21587713,1.165984284,1.038844888,1.127646955,1.022467115,1.025034111,1.033929059,1.0953328,0.995267986,1.00251059,1.011210086,0
0.188194159,0.091526121,0.057208615,0.682701154,8.19957,4.46755,4.38255,1.260000161,1.216325323,1.167678249,1.02854892,1.123178063,1.015355401,1.017022455,1.03088386,1.094127454,1.00227013,1.001641843,1.015293619,0
0.311070825,0.181286309,0.059894011,0.670820583,10.1551,7.28293,3.0656,1.263517236,1.217895829,1.167145087,1.03560477,1.130884978,1.025280089,1.027264875,1.036307578,1.093985674,1.000678645,1.001935848,1.010755587,0
0.212671481,0.088807871,0.051252905,0.648577206,5.79341,2.55976,3.84517,1.214923595,1.172652699,1.141114396,1.02021202,1.123360239,1.008830852,1.010246271,1.022393263,1.083357991,1.002138029,1.001403029,1.013443691,0
0.259625127,0.127912867,0.048555391,0.641541699,5.41142,2.29256,2.80449,1.214354864,1.173115585,1.136644266,1.018976553,1.119893446,1.007952482,1.008381044,1.01785445,1.076789027,0.998898794,1.000425181,1.009823844,0
0.222903644,0.09199198,0.05075817,0.647169228,6.1368,2.31885,3.72195,1.215435186,1.172249415,1.139085745,1.02145174,1.122538805,1.007998995,1.009605524,1.021109079,1.083430747,0.999664536,1.00159378,1.013006048,0
0.210325946,0.096350434,0.051316281,0.66337907,6.32914,2.83874,3.43809,1.253163668,1.208699368,1.158428968,1.02213233,1.118464668,1.009807071,1.011772428,1.021945393,1.083748607,0.999817111,1.00194627,1.012020436,0
0.24553897,0.106967472,0.050081025,0.645113501,5.8685,2.62999,3.31738,1.213245644,1.170826685,1.13756519,1.020544567,1.122183232,1.009103909,1.010551597,1.020826427,1.081428166,1.000276186,1.001434628,1.01161676,0
0.217851956,0.095235828,0.051277199,0.665197727,6.48276,3.2744,3.57643,1.255702138,1.21042093,1.159176537,1.022705638,1.119254785,1.011341029,1.013412561,1.024025763,1.084369004,1.001290816,1.002048302,1.012542489,0
0.178173148,0.079472915,0.049037467,0.676232545,5.37961,3.31917,4.21994,1.245542059,1.202795383,1.152055554,1.018881101,1.116345819,1.011565826,1.01234902,1.026662495,1.081560029,1.007637196,1.00077424,1.01492406,0
0.329003027,0.218082006,0.073037071,0.662982049,19.49454,15.68783,4.42671,1.232017106,1.183807747,1.152290984,1.070111029,1.164098588,1.05565841,1.061648877,1.072502491,1.125279522,1.002234779,1.005674626,1.015955995,0
0.232274877,0.131716851,0.049704334,0.708990797,10.31965,7.6055,5.25049,1.243592091,1.203839177,1.16042436,1.037157987,1.12069152,1.027120101,1.0336436,1.046717243,1.099755654,1.009216778,1.006351253,1.019079699,0
0.137230887,0.064926441,0.076110395,0.674062223,12.84182,9.66489,2.7323,1.324578328,1.26663028,1.201909478,1.037014103,1.16773968,1.030237373,1.026747687,1.038454949,1.119778199,1.001389418,0.996612737,1.007976391,1
0.164502673,0.071480328,0.056868728,0.673597879,5.90146,2.25447,3.74557,1.258732331,1.214920798,1.164234489,1.020302881,1.118954229,1.007659978,1.009757455,1.02064903,1.085893371,1.000339261,1.002081532,1.012890312,0
0.186862153,0.073923489,0.054762403,0.67516051,5.28065,1.72939,3.58373,1.251395706,1.207064971,1.156950521,1.018198572,1.115468705,1.005887894,1.006954948,1.018312522,1.082612612,1.000111913,1.001060808,1.012351901,0
0.160438878,0.062105372,0.054758447,0.673863179,5.26569,2.03464,3.49555,1.252289077,1.205747087,1.156555858,1.018158075,1.116259607,1.00693889,1.008359873,1.01908758,1.083862798,1.000912928,1.001411191,1.012064973,0
0.253801251,0.100366858,0.050528532,0.676757453,4.88388,1.21744,3.01122,1.239844919,1.195393233,1.145743687,1.016967458,1.109253807,1.004176402,1.005076544,1.014657742,1.075668274,0.997728821,1.000896398,1.010437748,0
0.272521596,0.13677499,0.058132792,0.678223124,9.9244,5.43693,3.23358,1.256421616,1.211816378,1.162972984,1.03476313,1.123965226,1.018749725,1.020758301,1.030238201,1.090375707,0.995627088,1.001971609,1.011277035,0
0.176251385,0.066723739,0.047895035,0.643850218,4.47699,1.25284,3.10765,1.220160454,1.17510543,1.135280483,1.015640995,1.117268669,1.00432822,1.004422361,1.015227788,1.075295612,0.999593156,1.000093736,1.010852596,0
0.227835077,0.095543742,0.049448985,0.642535951,5.45105,2.15288,3.10565,1.218284861,1.174773168,1.137903805,1.019067081,1.120838503,1.007444616,1.008554357,1.018381292,1.079620826,0.999327043,1.001101541,1.010855859,0
0.204249353,0.076140292,0.050049419,0.662916377,5.86647,2.37965,3.42815,1.250378514,1.207191035,1.156433445,1.020527842,1.116623551,1.008226456,1.010116452,1.020318374,1.081339978,0.999794745,1.001874575,1.011993256,0
0.248397642,0.122268269,0.047978669,0.642409714,5.34147,2.17328,2.76818,1.212091001,1.171633117,1.136600834,1.018750801,1.118812283,1.007545209,1.008102084,1.017322274,1.076575543,0.998597766,1.000552705,1.009703847,0
0.259676169,0.115150518,0.052214256,0.651526858,7.07983,3.87742,3.94262,1.215791775,1.168999075,1.134570364,1.024822574,1.126363412,1.013443667,1.016367567,1.027489164,1.087824722,1.002602001,1.002885113,1.013859178,0
0.176745842,0.077564722,0.050457132,0.675503372,6.70864,4.70872,5.79114,1.251147072,1.211500345,1.16406046,1.023640707,1.12530615,1.016477027,1.015236752,1.037501682,1.092705651,1.013540859,0.99877983,1.020683846,0
0.339305103,0.169652552,0.058414608,0.680226287,12.38159,9.11475,3.20274,1.256955435,1.214735003,1.168668096,1.044093972,1.131803483,1.032086632,1.038892039,1.043855685,1.104089299,0.999771776,1.006593834,1.011403164,0
0.214356758,0.145762596,0.045181325,0.705127999,10.06911,8.68745,5.2838,1.227307739,1.19060855,1.150591247,1.036782994,1.121368424,1.031576342,1.033969512,1.051775768,1.099654787,1.014460861,1.002319915,1.019581126,0
0.315578561,0.208715979,0.047906864,0.718561048,14.37989,10.99439,4.11144,1.227841469,1.191762482,1.156819255,1.05325586,1.121786606,1.040213471,1.054676625,1.056095188,1.111228305,1.002695763,1.013904024,1.015267748,0
0.412959484,0.24990252,0.04783236,0.721521151,16.61188,12.78138,5.47508,1.226216208,1.195564508,1.166259692,1.062337207,1.129789695,1.047283335,1.056848841,1.068934024,1.119071006,1.006209721,1.009133638,1.020673192,0
0.119098955,0.050309041,0.05446359,0.673873027,4.95352,1.39073,3.51486,1.252246093,1.207602053,1.157485142,1.017051968,1.114715279,1.004729436,1.005561425,1.016884188,1.08205704,0.999835033,1.000828072,1.012097537,0
0.208161721,0.089053142,0.053015362,0.647545622,6.23612,2.79671,3.92548,1.218214081,1.174464196,1.142445808,1.021704739,1.125711152,1.00961877,1.010817614,1.023436148,1.085803433,1.001694628,1.001187422,1.013685738,0
0.205058834,0.089109336,0.054726333,0.654224187,6.95107,3.37436,3.92488,1.242789156,1.191479824,1.153545402,1.024182102,1.12617846,1.011594798,1.01314726,1.025424147,1.08950868,1.001212719,1.001534667,1.013670838,0
0.208602364,0.090642694,0.048870355,0.642568882,5.1657,1.94995,3.17703,1.216979928,1.173042731,1.135657813,1.018070651,1.120135508,1.006745433,1.007474071,1.017932772,1.07703346,0.999864568,1.000723756,1.011112381,0
0.18788113,0.078373271,0.054968752,0.649957201,7.52851,3.6425,3.83584,1.221724031,1.173870483,1.141240367,1.02624368,1.127970262,1.01252771,1.015389395,1.026064234,1.089797533,0.999825143,1.002826279,1.01336904,0
0.222634508,0.096474954,0.049398421,0.644035579,5.68387,2.44975,3.21915,1.212291042,1.16740433,1.133805166,1.019913173,1.12131245,1.008486428,1.009763137,1.019859684,1.080235569,0.999947556,1.001265965,1.01127755,0
0.194783988,0.082812354,0.051978475,0.674260031,7.03523,3.33626,3.83515,1.25389538,1.209994535,1.16401516,1.024647599,1.117991517,1.011538896,1.014850224,1.025136692,1.085830693,1.000477328,1.003273555,1.013442682,0
0.154305748,0.065425637,0.049494957,0.665134901,6.13267,2.4944,3.40055,1.249237154,1.204588431,1.155085137,1.021515987,1.115730681,1.008641105,1.011414247,1.020664731,1.081268854,0.999166673,1.002749385,1.011920618,0
0.254467064,0.127789137,0.055777031,0.65337681,8.94376,5.77951,3.82435,1.223321001,1.175524503,1.140428758,1.03142028,1.132202027,1.020080745,1.022603451,1.033817697,1.092942155,1.002324384,1.002473045,1.013466534,0
0.259522902,0.121816872,0.058593372,0.652540544,10.44547,6.98295,3.77195,1.230173832,1.181371962,1.145617561,1.036745142,1.136863438,1.024269058,1.028566666,1.037874885,1.09919498,1.001089701,1.00419578,1.01328345,0
0.502703616,0.29908753,0.082579817,0.658061052,24.2532,19.1805,2.22883,1.251271423,1.200757717,1.165289224,1.087915029,1.171747331,1.068271705,1.074254554,1.076814474,1.131821747,0.989796487,1.005600493,1.007996813,0
0.30501729,0.176159718,0.0461328,0.684230663,11.00579,8.18424,3.15761,1.229074549,1.189486336,1.154359116,1.040181433,1.120093808,1.029575469,1.037349973,1.041459234,1.097529643,1.001228441,1.007551174,1.011542393,0
0.261483324,0.171884143,0.044116532,0.69194793,9.22007,9.47308,6.81816,1.226358916,1.194774116,1.151097427,1.033748306,1.130923833,1.034706543,1.037174348,1.061215392,1.105970212,1.02657038,1.002385029,1.025619679,0
0.627796701,0.537634409,0.03501154,0.733079288,15.15289,15.58645,4.80167,1.173395994,1.151104378,1.126845278,1.059459856,1.123533378,1.061265373,1.065527629,1.08168084,1.106030043,1.02097388,1.004016202,1.01923691,0
0.68303169,0.585951044,0.034757857,0.746077879,16.90251,16.25225,3.39749,1.172194378,1.148664639,1.130648627,1.066979267,1.117296639,1.064236969,1.074429981,1.078722671,1.108824349,1.011006216,1.009577765,1.01361135,0
0.186020437,0.076446755,0.04769156,0.673388017,4.30983,1.44264,2.76436,1.233547639,1.189251466,1.1405086,1.015062597,1.107856135,1.004991918,1.006123356,1.01469793,1.071738543,0.999640744,1.001125818,1.009657801,0
0.207779441,0.091601689,0.053087594,0.672760035,6.28528,3.01057,3.65961,1.255380009,1.2117904,1.160388231,1.021885824,1.117997531,1.010364846,1.012482885,1.023257246,1.084926726,1.00134205,1.002096311,1.012760143,0
0.199041084,0.081375913,0.053547139,0.651264382,6.62576,2.94736,3.82072,1.225059164,1.178313507,1.143554192,1.023069295,1.125005934,1.010132229,1.011507288,1.023576501,1.086569502,1.000495769,1.001361267,1.013309419,0
0.151727943,0.061443547,0.048304193,0.657062659,4.03792,1.61571,3.13572,1.24960268,1.20310198,1.150215274,1.014080987,1.114515702,1.005587093,1.00551703,1.01661046,1.075915319,1.00249435,0.999930327,1.010962121,0
0.176313097,0.072919614,0.053700697,0.661580241,6.18873,2.73434,4.39495,1.260801694,1.213139634,1.164714563,1.021496853,1.123183808,1.009385249,1.011855111,1.024845104,1.088327458,1.003277789,1.002446898,1.01531611,0
0.199300415,0.094566013,0.056952774,0.665092514,7.34674,3.7738,4.4176,1.268613809,1.222676664,1.174584438,1.025480266,1.126723854,1.012928244,1.01503134,1.028493221,1.094823948,1.002938092,1.002076254,1.015366317,0
0.196143303,0.075621514,0.05086932,0.657276642,5.82796,2.51987,3.44792,1.247978352,1.199066031,1.152052945,1.020353246,1.119266003,1.008699747,1.010144122,1.020851763,1.081831683,1.000488573,1.001431918,1.012047209,0
0.21525831,0.087605126,0.048575337,0.643678177,5.22656,1.87925,3.12802,1.215492302,1.171378487,1.13326046,1.018298966,1.119277035,1.006503319,1.007738756,1.017517749,1.077224616,0.999232822,1.001227454,1.010943263,0
0.162824356,0.060736069,0.046872293,0.646725172,4.2271,0.92893,3.43678,1.212433377,1.168898101,1.131929429,1.014785859,1.115799747,1.003212221,1.005005609,1.015278107,1.075085211,1.000485075,1.001787646,1.012027251,0
0.213078271,0.089966381,0.051005671,0.648659414,6.31763,2.74863,3.65761,1.213677907,1.16742834,1.133903783,1.022104465,1.123034467,1.009498444,1.011375685,1.02242145,1.08397948,1.00031013,1.001859578,1.012801412,0
0.245200576,0.110398364,0.053335019,0.650629089,7.82212,4.7393,4.06906,1.200974375,1.154481418,1.127235815,1.027471993,1.129715973,1.016466564,1.019184025,1.031043283,1.090544147,1.003475803,1.002673438,1.014340579,0
0.265822785,0.153481013,0.046842157,0.635346603,10.9491,8.01799,4.92919,1.231959448,1.196715045,1.158874728,1.039868868,1.139690318,1.028887524,1.039784853,1.047489978,1.102774583,1.007328915,1.010591371,1.018080163,0
0.355317925,0.211498765,0.046113706,0.697055254,10.39371,9.3606,3.94356,1.222719353,1.186757242,1.145846524,1.037973187,1.121770762,1.034070146,1.038848218,1.04912885,1.097092749,1.010747545,1.004620646,1.014562556,0
